Time 1 Elf Elf Jack: Selected Toy bracelet, Boy
Time 401 Elf Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 402 Elf Elf Jack: Selected Toy doll, Boy
Time 402 Elf Elf Jack: Wrapped Toy doll, in Blue wrapping paper.
Time 402 Elf Elf Jack: Placed Toy doll, on the sleigh. 
Time 403 Elf Elf Jack: Selected Toy fake tattoo, Boy
Time 403 Elf Elf Jack: Wrapped Toy fake tattoo, in Blue wrapping paper.
Time 403 Elf Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 403 Elf Elf Jack: Selected Toy fake tattoo, Boy
Time 404 Elf Elf Jack: Wrapped Toy fake tattoo, in Blue wrapping paper.
Time 404 Elf Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 405 Elf Elf Jack: Selected Toy dinosaur, Boy
Time 406 Elf Elf Jack: Wrapped Toy dinosaur, in Blue wrapping paper.
Time 406 Elf Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 406 Elf Elf Jack: Selected Toy fake tattoo, Girl
Time 406 Elf Elf Jack: Wrapped Toy fake tattoo, in Pink wrapping paper.
Time 406 Elf Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 407 Elf Elf Jack: Selected Toy whistle, Boy
Time 408 Elf Elf Jack: Wrapped Toy whistle, in Blue wrapping paper.
Time 408 Elf Elf Jack: Placed Toy whistle, on the sleigh. 
Time 409 Elf Elf Jack: Selected Toy bracelet, Boy
Time 409 Elf Elf Jack: Wrapped Toy bracelet, in Blue wrapping paper.
Time 409 Elf Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 410 Elf Elf Jack: Selected Toy whistle, Girl
Time 410 Elf Elf Jack: Wrapped Toy whistle, in Pink wrapping paper.
Time 410 Elf Elf Jack: Placed Toy whistle, on the sleigh. 
Time 411 Elf Elf Jack: Selected Toy dinosaur, Boy
Time 412 Elf Elf Jack: Wrapped Toy dinosaur, in Blue wrapping paper.
Time 412 Elf Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 413 Elf Elf Jack: Selected Toy whistle, Girl
Time 413 Elf Elf Jack: Wrapped Toy whistle, in Pink wrapping paper.
Time 413 Elf Elf Jack: Placed Toy whistle, on the sleigh. 
Time 414 Elf Elf Jack: Selected Toy dinosaur, Girl
Time 414 Elf Elf Jack: Wrapped Toy dinosaur, in Pink wrapping paper.
Time 414 Elf Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 415 Elf Elf Jack: Selected Toy doll, Girl
Time 415 Elf Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 415 Elf Elf Jack: Placed Toy doll, on the sleigh. 
Time 416 Elf Elf Jack: Selected Toy dinosaur, Boy
Time 416 Elf Elf Jack: Wrapped Toy dinosaur, in Blue wrapping paper.
Time 416 Elf Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 416 Elf Elf Jack: Selected Toy bracelet, Girl
Time 417 Elf Elf Jack: Wrapped Toy bracelet, in Pink wrapping paper.
Time 417 Elf Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 418 Elf Elf Jack: Selected Toy whistle, Girl
Time 418 Elf Elf Jack: Wrapped Toy whistle, in Pink wrapping paper.
Time 418 Elf Elf Jack: Placed Toy whistle, on the sleigh. 
Time 418 Elf Elf Jack: Selected Toy fake tattoo, Girl
Time 418 Elf Elf Jack: Wrapped Toy fake tattoo, in Pink wrapping paper.
Time 418 Elf Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 419 Elf Elf Jack: Selected Toy whistle, Boy
Time 419 Elf Elf Jack: Wrapped Toy whistle, in Blue wrapping paper.
Time 419 Elf Elf Jack: Placed Toy whistle, on the sleigh. 
Time 419 Elf Elf Jack: Selected Toy fake tattoo, Girl
Time 420 Elf Elf Jack: Wrapped Toy fake tattoo, in Pink wrapping paper.
Time 420 Elf Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 420 Elf Elf Jack: Selected Toy dinosaur, Girl
Time 421 Elf Elf Jack: Wrapped Toy dinosaur, in Pink wrapping paper.
Time 421 Elf Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 421 Elf Elf Jack: Selected Toy fake tattoo, Boy
Time 422 Elf Elf Jack: Wrapped Toy fake tattoo, in Blue wrapping paper.
Time 422 Elf Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 423 Elf Elf Jack: Selected Toy whistle, Girl
Time 423 Elf Elf Jack: Wrapped Toy whistle, in Pink wrapping paper.
Time 423 Elf Elf Jack: Placed Toy whistle, on the sleigh. 
Time 423 Elf Elf Jack: Selected Toy train, Girl
Time 423 Elf Elf Jack: Wrapped Toy train, in Pink wrapping paper.
Time 423 Elf Elf Jack: Placed Toy train, on the sleigh. 
Time 424 Elf Elf Jack: Selected Toy doll, Girl
Time 425 Elf Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 425 Elf Elf Jack: Placed Toy doll, on the sleigh. 
Time 425 Elf Elf Jack: Selected Toy whistle, Girl
Time 425 Elf Elf Jack: Wrapped Toy whistle, in Pink wrapping paper.
Time 425 Elf Elf Jack: Placed Toy whistle, on the sleigh. 
Time 426 Elf Elf Jack: Selected Toy whistle, Boy
Time 426 Elf Elf Jack: Wrapped Toy whistle, in Blue wrapping paper.
Time 426 Elf Elf Jack: Placed Toy whistle, on the sleigh. 
Time 426 Elf Elf Jack: Selected Toy dinosaur, Girl
Time 427 Elf Elf Jack: Wrapped Toy dinosaur, in Pink wrapping paper.
Time 427 Elf Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 428 Elf Elf Jack: Selected Toy doll, Boy
Time 429 Elf Elf Jack: Wrapped Toy doll, in Blue wrapping paper.
Time 429 Elf Elf Jack: Placed Toy doll, on the sleigh. 
Time 429 Elf Elf Jack: Selected Toy dinosaur, Girl
Time 430 Elf Elf Jack: Wrapped Toy dinosaur, in Pink wrapping paper.
Time 430 Elf Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 430 Elf Elf Jack: Selected Toy whistle, Girl
Time 430 Elf Elf Jack: Wrapped Toy whistle, in Pink wrapping paper.
Time 430 Elf Elf Jack: Placed Toy whistle, on the sleigh. 
Time 430 Elf Elf Jack: Selected Toy fake tattoo, Boy
Time 430 Elf Elf Jack: Wrapped Toy fake tattoo, in Blue wrapping paper.
Time 430 Elf Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 431 Elf Elf Jack: Selected Toy dinosaur, Girl
Time 432 Elf Elf Jack: Wrapped Toy dinosaur, in Pink wrapping paper.
Time 432 Elf Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 432 Elf Elf Jack: Selected Toy whistle, Girl
Time 433 Elf Elf Jack: Wrapped Toy whistle, in Pink wrapping paper.
Time 433 Elf Elf Jack: Placed Toy whistle, on the sleigh. 
Time 433 Elf Elf Jack: Selected Toy doll, Girl
Time 433 Elf Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 433 Elf Elf Jack: Placed Toy doll, on the sleigh. 
Time 434 Elf Elf Jack: Selected Toy whistle, Girl
Time 435 Elf Elf Jack: Wrapped Toy whistle, in Pink wrapping paper.
Time 435 Elf Elf Jack: Placed Toy whistle, on the sleigh. 
Time 435 Elf Elf Jack: Selected Toy doll, Girl
Time 436 Elf Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 436 Elf Elf Jack: Placed Toy doll, on the sleigh. 
Time 436 Elf Elf Jack: Selected Toy dinosaur, Boy
Time 436 Elf Elf Jack: Wrapped Toy dinosaur, in Blue wrapping paper.
Time 436 Elf Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 437 Elf Elf Jack: Selected Toy bracelet, Girl
Time 437 Elf Elf Jack: Wrapped Toy bracelet, in Pink wrapping paper.
Time 437 Elf Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 437 Elf Elf Jack: Selected Toy whistle, Girl
Time 438 Elf Elf Jack: Wrapped Toy whistle, in Pink wrapping paper.
Time 438 Elf Elf Jack: Placed Toy whistle, on the sleigh. 
Time 439 Elf Elf Jack: Selected Toy fake tattoo, Girl
Time 440 Elf Elf Jack: Wrapped Toy fake tattoo, in Pink wrapping paper.
Time 440 Elf Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 440 Elf Elf Jack: Selected Toy bracelet, Girl
Time 440 Elf Elf Jack: Wrapped Toy bracelet, in Pink wrapping paper.
Time 440 Elf Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 441 Elf Elf Jack: Selected Toy whistle, Boy
Time 442 Elf Elf Jack: Wrapped Toy whistle, in Blue wrapping paper.
Time 442 Elf Elf Jack: Placed Toy whistle, on the sleigh. 
Time 442 Elf Elf Jack: Selected Toy dinosaur, Boy
Time 443 Elf Elf Jack: Wrapped Toy dinosaur, in Blue wrapping paper.
Time 443 Elf Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 443 Elf Elf Jack: Selected Toy doll, Girl
Time 443 Elf Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 443 Elf Elf Jack: Placed Toy doll, on the sleigh. 
Time 444 Elf Elf Jack: Selected Toy doll, Girl
Time 444 Elf Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 444 Elf Elf Jack: Placed Toy doll, on the sleigh. 
Time 445 Elf Elf Jack: Selected Toy bracelet, Girl
Time 445 Elf Elf Jack: Wrapped Toy bracelet, in Pink wrapping paper.
Time 445 Elf Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 445 Elf Elf Jack: Selected Toy dinosaur, Girl
Time 446 Elf Elf Jack: Wrapped Toy dinosaur, in Pink wrapping paper.
Time 446 Elf Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 447 Elf Elf Jack: Selected Toy dinosaur, Boy
Time 447 Elf Elf Jack: Wrapped Toy dinosaur, in Blue wrapping paper.
Time 447 Elf Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 448 Elf Elf Jack: Selected Toy fake tattoo, Girl
Time 449 Elf Elf Jack: Wrapped Toy fake tattoo, in Pink wrapping paper.
Time 449 Elf Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 449 Elf Elf Jack: Selected Toy bracelet, Boy
Time 449 Elf Elf Jack: Wrapped Toy bracelet, in Blue wrapping paper.
Time 449 Elf Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 450 Elf Elf Jack: Selected Toy bracelet, Boy
Time 451 Elf Elf Jack: Wrapped Toy bracelet, in Blue wrapping paper.
Time 451 Elf Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 451 Elf Elf Jack: Selected Toy dinosaur, Boy
Time 452 Elf Elf Jack: Wrapped Toy dinosaur, in Blue wrapping paper.
Time 452 Elf Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 452 Elf Elf Jack: Selected Toy doll, Girl
Time 453 Elf Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 453 Elf Elf Jack: Placed Toy doll, on the sleigh. 
Time 453 Elf Elf Jack: Selected Toy train, Boy
Time 454 Elf Elf Jack: Wrapped Toy train, in Blue wrapping paper.
Time 454 Elf Elf Jack: Placed Toy train, on the sleigh. 
Time 455 Elf Elf Jack: Selected Toy dinosaur, Boy
Time 455 Elf Elf Jack: Wrapped Toy dinosaur, in Blue wrapping paper.
Time 455 Elf Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 456 Elf Elf Jack: Selected Toy fake tattoo, Boy
Time 457 Elf Elf Jack: Wrapped Toy fake tattoo, in Blue wrapping paper.
Time 457 Elf Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 457 Elf Elf Jack: Selected Toy doll, Boy
Time 458 Elf Elf Jack: Wrapped Toy doll, in Blue wrapping paper.
Time 458 Elf Elf Jack: Placed Toy doll, on the sleigh. 
Time 458 Elf Elf Jack: Selected Toy fake tattoo, Girl
Time 459 Elf Elf Jack: Wrapped Toy fake tattoo, in Pink wrapping paper.
Time 459 Elf Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 459 Elf Elf Jack: Selected Toy doll, Boy
Time 459 Elf Elf Jack: Wrapped Toy doll, in Blue wrapping paper.
Time 459 Elf Elf Jack: Placed Toy doll, on the sleigh. 
Time 460 Elf Elf Jack: Selected Toy bracelet, Girl
Time 460 Elf Elf Jack: Wrapped Toy bracelet, in Pink wrapping paper.
Time 460 Elf Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 461 Elf Elf Jack: Selected Toy doll, Girl
Time 461 Elf Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 461 Elf Elf Jack: Placed Toy doll, on the sleigh. 
Time 462 Elf Elf Jack: Selected Toy whistle, Girl
Time 462 Elf Elf Jack: Wrapped Toy whistle, in Pink wrapping paper.
Time 462 Elf Elf Jack: Placed Toy whistle, on the sleigh. 
Time 463 Elf Elf Jack: Selected Toy bracelet, Boy
Time 464 Elf Elf Jack: Wrapped Toy bracelet, in Blue wrapping paper.
Time 464 Elf Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 464 Elf Elf Jack: Selected Toy train, Boy
Time 465 Elf Elf Jack: Wrapped Toy train, in Blue wrapping paper.
Time 465 Elf Elf Jack: Placed Toy train, on the sleigh. 
Time 466 Elf Elf Jack: Selected Toy whistle, Girl
Time 466 Elf Elf Jack: Wrapped Toy whistle, in Pink wrapping paper.
Time 466 Elf Elf Jack: Placed Toy whistle, on the sleigh. 
Time 467 Elf Elf Jack: Selected Toy fake tattoo, Girl
Time 468 Elf Elf Jack: Wrapped Toy fake tattoo, in Pink wrapping paper.
Time 468 Elf Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 468 Elf Elf Jack: Selected Toy train, Boy
Time 469 Elf Elf Jack: Wrapped Toy train, in Blue wrapping paper.
Time 469 Elf Elf Jack: Placed Toy train, on the sleigh. 
Time 469 Elf Elf Jack: Selected Toy doll, Girl
Time 470 Elf Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 470 Elf Elf Jack: Placed Toy doll, on the sleigh. 
Time 470 Elf Elf Jack: Selected Toy fake tattoo, Boy
Time 471 Elf Elf Jack: Wrapped Toy fake tattoo, in Blue wrapping paper.
Time 471 Elf Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 471 Elf Elf Jack: Selected Toy dinosaur, Boy
Time 472 Elf Elf Jack: Wrapped Toy dinosaur, in Blue wrapping paper.
Time 472 Elf Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 473 Elf Elf Jack: Selected Toy whistle, Girl
Time 473 Elf Elf Jack: Wrapped Toy whistle, in Pink wrapping paper.
Time 473 Elf Elf Jack: Placed Toy whistle, on the sleigh. 
Time 473 Elf Elf Jack: Selected Toy whistle, Boy
Time 474 Elf Elf Jack: Wrapped Toy whistle, in Blue wrapping paper.
Time 474 Elf Elf Jack: Placed Toy whistle, on the sleigh. 
Time 474 Elf Elf Jack: Selected Toy fake tattoo, Boy
Time 475 Elf Elf Jack: Wrapped Toy fake tattoo, in Blue wrapping paper.
Time 475 Elf Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 476 Elf Elf Jack: Selected Toy fake tattoo, Boy
Time 476 Elf Elf Jack: Wrapped Toy fake tattoo, in Blue wrapping paper.
Time 476 Elf Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 476 Elf Elf Jack: Selected Toy train, Girl
Time 477 Elf Elf Jack: Wrapped Toy train, in Pink wrapping paper.
Time 477 Elf Elf Jack: Placed Toy train, on the sleigh. 
Time 477 Elf Elf Jack: Selected Toy doll, Girl
Time 478 Elf Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 478 Elf Elf Jack: Placed Toy doll, on the sleigh. 
Time 479 Elf Elf Jack: Selected Toy doll, Girl
Time 479 Elf Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 479 Elf Elf Jack: Placed Toy doll, on the sleigh. 
Time 480 Elf Elf Jack: Selected Toy whistle, Girl
Time 480 Elf Elf Jack: Wrapped Toy whistle, in Pink wrapping paper.
Time 480 Elf Elf Jack: Placed Toy whistle, on the sleigh. 
Time 480 Elf Elf Jack: Selected Toy bracelet, Boy
Time 480 Elf Elf Jack: Wrapped Toy bracelet, in Blue wrapping paper.
Time 480 Elf Elf Jack: Placed Toy bracelet, on the sleigh. 
