Time 1Elf Jack: Selected Toy fake tattoo, Girl
Time 439Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 439Elf Jack: Selected Toy whistle, Boy
Time 439Elf Jack: Wrapped Toy whistle, in Blue wrapping paper.
Time 439Elf Jack: Placed Toy whistle, on the sleigh. 
Time 439Elf Jack: Selected Toy dinosaur, Boy
Time 439Elf Jack: Wrapped Toy dinosaur, in Blue wrapping paper.
Time 439Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 439Elf Jack: Selected Toy train, Girl
Time 439Elf Jack: Wrapped Toy train, in Pink wrapping paper.
Time 439Elf Jack: Placed Toy train, on the sleigh. 
Time 439Elf Jack: Selected Toy bracelet, Girl
Time 440Elf Jack: Wrapped Toy bracelet, in Pink wrapping paper.
Time 440Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 440Elf Jack: Selected Toy doll, Girl
Time 440Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 440Elf Jack: Placed Toy doll, on the sleigh. 
Time 440Elf Jack: Selected Toy doll, Boy
Time 440Elf Jack: Wrapped Toy doll, in Blue wrapping paper.
Time 440Elf Jack: Placed Toy doll, on the sleigh. 
Time 440Elf Jack: Selected Toy fake tattoo, Boy
Time 440Elf Jack: Wrapped Toy fake tattoo, in Blue wrapping paper.
Time 440Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 440Elf Jack: Selected Toy whistle, Boy
Time 440Elf Jack: Wrapped Toy whistle, in Blue wrapping paper.
Time 440Elf Jack: Placed Toy whistle, on the sleigh. 
Time 440Elf Jack: Selected Toy fake tattoo, Boy
Time 440Elf Jack: Wrapped Toy fake tattoo, in Blue wrapping paper.
Time 440Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 440Elf Jack: Selected Toy whistle, Girl
Time 440Elf Jack: Wrapped Toy whistle, in Pink wrapping paper.
Time 440Elf Jack: Placed Toy whistle, on the sleigh. 
Time 440Elf Jack: Selected Toy bracelet, Boy
Time 440Elf Jack: Wrapped Toy bracelet, in Blue wrapping paper.
Time 440Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 440Elf Jack: Selected Toy bracelet, Boy
Time 440Elf Jack: Wrapped Toy bracelet, in Blue wrapping paper.
Time 440Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 441Elf Jack: Selected Toy doll, Girl
Time 441Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 441Elf Jack: Placed Toy doll, on the sleigh. 
Time 441Elf Jack: Selected Toy fake tattoo, Boy
Time 441Elf Jack: Wrapped Toy fake tattoo, in Blue wrapping paper.
Time 441Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 441Elf Jack: Selected Toy fake tattoo, Girl
Time 441Elf Jack: Wrapped Toy fake tattoo, in Pink wrapping paper.
Time 441Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 441Elf Jack: Selected Toy dinosaur, Boy
Time 441Elf Jack: Wrapped Toy dinosaur, in Blue wrapping paper.
Time 441Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 441Elf Jack: Selected Toy dinosaur, Girl
Time 441Elf Jack: Wrapped Toy dinosaur, in Pink wrapping paper.
Time 441Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 441Elf Jack: Selected Toy whistle, Girl
Time 441Elf Jack: Wrapped Toy whistle, in Pink wrapping paper.
Time 441Elf Jack: Placed Toy whistle, on the sleigh. 
Time 441Elf Jack: Selected Toy train, Girl
Time 441Elf Jack: Wrapped Toy train, in Pink wrapping paper.
Time 441Elf Jack: Placed Toy train, on the sleigh. 
Time 441Elf Jack: Selected Toy whistle, Boy
Time 441Elf Jack: Wrapped Toy whistle, in Blue wrapping paper.
Time 441Elf Jack: Placed Toy whistle, on the sleigh. 
Time 441Elf Jack: Selected Toy doll, Girl
Time 441Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 441Elf Jack: Placed Toy doll, on the sleigh. 
Time 441Elf Jack: Selected Toy train, Girl
Time 441Elf Jack: Wrapped Toy train, in Pink wrapping paper.
Time 441Elf Jack: Placed Toy train, on the sleigh. 
Time 442Elf Jack: Selected Toy dinosaur, Girl
Time 442Elf Jack: Wrapped Toy dinosaur, in Pink wrapping paper.
Time 442Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 442Elf Jack: Selected Toy fake tattoo, Boy
Time 442Elf Jack: Wrapped Toy fake tattoo, in Blue wrapping paper.
Time 442Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 442Elf Jack: Selected Toy bracelet, Girl
Time 442Elf Jack: Wrapped Toy bracelet, in Pink wrapping paper.
Time 442Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 442Elf Jack: Selected Toy dinosaur, Boy
Time 442Elf Jack: Wrapped Toy dinosaur, in Blue wrapping paper.
Time 442Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 442Elf Jack: Selected Toy dinosaur, Girl
Time 442Elf Jack: Wrapped Toy dinosaur, in Pink wrapping paper.
Time 442Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 442Elf Jack: Selected Toy doll, Girl
Time 442Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 442Elf Jack: Placed Toy doll, on the sleigh. 
Time 442Elf Jack: Selected Toy bracelet, Boy
Time 442Elf Jack: Wrapped Toy bracelet, in Blue wrapping paper.
Time 442Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 442Elf Jack: Selected Toy dinosaur, Girl
Time 442Elf Jack: Wrapped Toy dinosaur, in Pink wrapping paper.
Time 442Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 442Elf Jack: Selected Toy doll, Girl
Time 442Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 442Elf Jack: Placed Toy doll, on the sleigh. 
Time 442Elf Jack: Selected Toy train, Girl
Time 442Elf Jack: Wrapped Toy train, in Pink wrapping paper.
Time 442Elf Jack: Placed Toy train, on the sleigh. 
Time 442Elf Jack: Selected Toy whistle, Girl
Time 443Elf Jack: Wrapped Toy whistle, in Pink wrapping paper.
Time 443Elf Jack: Placed Toy whistle, on the sleigh. 
Time 443Elf Jack: Selected Toy bracelet, Boy
Time 443Elf Jack: Wrapped Toy bracelet, in Blue wrapping paper.
Time 443Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 443Elf Jack: Selected Toy doll, Girl
Time 443Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 443Elf Jack: Placed Toy doll, on the sleigh. 
Time 443Elf Jack: Selected Toy bracelet, Boy
Time 443Elf Jack: Wrapped Toy bracelet, in Blue wrapping paper.
Time 443Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 443Elf Jack: Selected Toy dinosaur, Boy
Time 443Elf Jack: Wrapped Toy dinosaur, in Blue wrapping paper.
Time 443Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 443Elf Jack: Selected Toy bracelet, Girl
Time 443Elf Jack: Wrapped Toy bracelet, in Pink wrapping paper.
Time 443Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 443Elf Jack: Selected Toy bracelet, Boy
Time 443Elf Jack: Wrapped Toy bracelet, in Blue wrapping paper.
Time 443Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 443Elf Jack: Selected Toy train, Boy
Time 443Elf Jack: Wrapped Toy train, in Blue wrapping paper.
Time 443Elf Jack: Placed Toy train, on the sleigh. 
Time 443Elf Jack: Selected Toy fake tattoo, Boy
Time 443Elf Jack: Wrapped Toy fake tattoo, in Blue wrapping paper.
Time 443Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 443Elf Jack: Selected Toy whistle, Boy
Time 443Elf Jack: Wrapped Toy whistle, in Blue wrapping paper.
Time 443Elf Jack: Placed Toy whistle, on the sleigh. 
Time 443Elf Jack: Selected Toy bracelet, Boy
Time 443Elf Jack: Wrapped Toy bracelet, in Blue wrapping paper.
Time 443Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 444Elf Jack: Selected Toy bracelet, Girl
Time 444Elf Jack: Wrapped Toy bracelet, in Pink wrapping paper.
Time 444Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 444Elf Jack: Selected Toy doll, Girl
Time 444Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 444Elf Jack: Placed Toy doll, on the sleigh. 
Time 444Elf Jack: Selected Toy bracelet, Boy
Time 444Elf Jack: Wrapped Toy bracelet, in Blue wrapping paper.
Time 444Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 444Elf Jack: Selected Toy fake tattoo, Boy
Time 444Elf Jack: Wrapped Toy fake tattoo, in Blue wrapping paper.
Time 444Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 444Elf Jack: Selected Toy bracelet, Girl
Time 444Elf Jack: Wrapped Toy bracelet, in Pink wrapping paper.
Time 444Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 444Elf Jack: Selected Toy fake tattoo, Girl
Time 444Elf Jack: Wrapped Toy fake tattoo, in Pink wrapping paper.
Time 444Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 444Elf Jack: Selected Toy whistle, Boy
Time 444Elf Jack: Wrapped Toy whistle, in Blue wrapping paper.
Time 444Elf Jack: Placed Toy whistle, on the sleigh. 
Time 444Elf Jack: Selected Toy doll, Girl
Time 444Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 444Elf Jack: Placed Toy doll, on the sleigh. 
Time 444Elf Jack: Selected Toy train, Girl
Time 444Elf Jack: Wrapped Toy train, in Pink wrapping paper.
Time 444Elf Jack: Placed Toy train, on the sleigh. 
Time 445Elf Jack: Selected Toy dinosaur, Boy
Time 445Elf Jack: Wrapped Toy dinosaur, in Blue wrapping paper.
Time 445Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 445Elf Jack: Selected Toy whistle, Girl
Time 445Elf Jack: Wrapped Toy whistle, in Pink wrapping paper.
Time 445Elf Jack: Placed Toy whistle, on the sleigh. 
Time 445Elf Jack: Selected Toy train, Boy
Time 445Elf Jack: Wrapped Toy train, in Blue wrapping paper.
Time 445Elf Jack: Placed Toy train, on the sleigh. 
Time 445Elf Jack: Selected Toy dinosaur, Boy
Time 445Elf Jack: Wrapped Toy dinosaur, in Blue wrapping paper.
Time 445Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 445Elf Jack: Selected Toy whistle, Boy
Time 445Elf Jack: Wrapped Toy whistle, in Blue wrapping paper.
Time 445Elf Jack: Placed Toy whistle, on the sleigh. 
Time 445Elf Jack: Selected Toy bracelet, Girl
Time 445Elf Jack: Wrapped Toy bracelet, in Pink wrapping paper.
Time 445Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 445Elf Jack: Selected Toy train, Girl
Time 445Elf Jack: Wrapped Toy train, in Pink wrapping paper.
Time 445Elf Jack: Placed Toy train, on the sleigh. 
Time 445Elf Jack: Selected Toy doll, Girl
Time 445Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 445Elf Jack: Placed Toy doll, on the sleigh. 
Time 445Elf Jack: Selected Toy dinosaur, Boy
Time 445Elf Jack: Wrapped Toy dinosaur, in Blue wrapping paper.
Time 445Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 445Elf Jack: Selected Toy train, Girl
Time 445Elf Jack: Wrapped Toy train, in Pink wrapping paper.
Time 445Elf Jack: Placed Toy train, on the sleigh. 
Time 446Elf Jack: Selected Toy bracelet, Boy
Time 446Elf Jack: Wrapped Toy bracelet, in Blue wrapping paper.
Time 446Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 446Elf Jack: Selected Toy fake tattoo, Girl
Time 446Elf Jack: Wrapped Toy fake tattoo, in Pink wrapping paper.
Time 446Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 446Elf Jack: Selected Toy doll, Girl
Time 446Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 446Elf Jack: Placed Toy doll, on the sleigh. 
Time 446Elf Jack: Selected Toy doll, Girl
Time 446Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 446Elf Jack: Placed Toy doll, on the sleigh. 
Time 446Elf Jack: Selected Toy bracelet, Girl
Time 446Elf Jack: Wrapped Toy bracelet, in Pink wrapping paper.
Time 446Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 446Elf Jack: Selected Toy doll, Boy
Time 446Elf Jack: Wrapped Toy doll, in Blue wrapping paper.
Time 446Elf Jack: Placed Toy doll, on the sleigh. 
Time 446Elf Jack: Selected Toy whistle, Boy
Time 446Elf Jack: Wrapped Toy whistle, in Blue wrapping paper.
Time 446Elf Jack: Placed Toy whistle, on the sleigh. 
Time 446Elf Jack: Selected Toy fake tattoo, Girl
Time 446Elf Jack: Wrapped Toy fake tattoo, in Pink wrapping paper.
Time 446Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 446Elf Jack: Selected Toy dinosaur, Boy
Time 446Elf Jack: Wrapped Toy dinosaur, in Blue wrapping paper.
Time 446Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 446Elf Jack: Selected Toy train, Girl
Time 446Elf Jack: Wrapped Toy train, in Pink wrapping paper.
Time 446Elf Jack: Placed Toy train, on the sleigh. 
Time 446Elf Jack: Selected Toy bracelet, Boy
Time 446Elf Jack: Wrapped Toy bracelet, in Blue wrapping paper.
Time 446Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 446Elf Jack: Selected Toy fake tattoo, Girl
Time 446Elf Jack: Wrapped Toy fake tattoo, in Pink wrapping paper.
Time 446Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 446Elf Jack: Selected Toy whistle, Boy
Time 446Elf Jack: Wrapped Toy whistle, in Blue wrapping paper.
Time 446Elf Jack: Placed Toy whistle, on the sleigh. 
Time 446Elf Jack: Selected Toy doll, Girl
Time 446Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 446Elf Jack: Placed Toy doll, on the sleigh. 
Time 447Elf Jack: Selected Toy doll, Girl
Time 447Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 447Elf Jack: Placed Toy doll, on the sleigh. 
Time 447Elf Jack: Selected Toy whistle, Boy
Time 447Elf Jack: Wrapped Toy whistle, in Blue wrapping paper.
Time 447Elf Jack: Placed Toy whistle, on the sleigh. 
Time 447Elf Jack: Selected Toy fake tattoo, Girl
Time 447Elf Jack: Wrapped Toy fake tattoo, in Pink wrapping paper.
Time 447Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 447Elf Jack: Selected Toy train, Boy
Time 447Elf Jack: Wrapped Toy train, in Blue wrapping paper.
Time 447Elf Jack: Placed Toy train, on the sleigh. 
Time 447Elf Jack: Selected Toy train, Girl
Time 447Elf Jack: Wrapped Toy train, in Pink wrapping paper.
Time 447Elf Jack: Placed Toy train, on the sleigh. 
Time 447Elf Jack: Selected Toy dinosaur, Boy
Time 447Elf Jack: Wrapped Toy dinosaur, in Blue wrapping paper.
Time 447Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 447Elf Jack: Selected Toy train, Boy
Time 447Elf Jack: Wrapped Toy train, in Blue wrapping paper.
Time 447Elf Jack: Placed Toy train, on the sleigh. 
Time 447Elf Jack: Selected Toy whistle, Girl
Time 447Elf Jack: Wrapped Toy whistle, in Pink wrapping paper.
Time 447Elf Jack: Placed Toy whistle, on the sleigh. 
Time 447Elf Jack: Selected Toy whistle, Boy
Time 447Elf Jack: Wrapped Toy whistle, in Blue wrapping paper.
Time 447Elf Jack: Placed Toy whistle, on the sleigh. 
Time 447Elf Jack: Selected Toy train, Girl
Time 447Elf Jack: Wrapped Toy train, in Pink wrapping paper.
Time 447Elf Jack: Placed Toy train, on the sleigh. 
Time 447Elf Jack: Selected Toy bracelet, Boy
Time 447Elf Jack: Wrapped Toy bracelet, in Blue wrapping paper.
Time 447Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 447Elf Jack: Selected Toy dinosaur, Boy
Time 448Elf Jack: Wrapped Toy dinosaur, in Blue wrapping paper.
Time 448Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 448Elf Jack: Selected Toy fake tattoo, Girl
Time 448Elf Jack: Wrapped Toy fake tattoo, in Pink wrapping paper.
Time 448Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 448Elf Jack: Selected Toy doll, Girl
Time 448Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 448Elf Jack: Placed Toy doll, on the sleigh. 
Time 448Elf Jack: Selected Toy bracelet, Girl
Time 448Elf Jack: Wrapped Toy bracelet, in Pink wrapping paper.
Time 448Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 448Elf Jack: Selected Toy bracelet, Girl
Time 448Elf Jack: Wrapped Toy bracelet, in Pink wrapping paper.
Time 448Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 448Elf Jack: Selected Toy train, Boy
Time 448Elf Jack: Wrapped Toy train, in Blue wrapping paper.
Time 448Elf Jack: Placed Toy train, on the sleigh. 
Time 448Elf Jack: Selected Toy fake tattoo, Boy
Time 448Elf Jack: Wrapped Toy fake tattoo, in Blue wrapping paper.
Time 448Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 448Elf Jack: Selected Toy whistle, Girl
Time 448Elf Jack: Wrapped Toy whistle, in Pink wrapping paper.
Time 448Elf Jack: Placed Toy whistle, on the sleigh. 
Time 448Elf Jack: Selected Toy bracelet, Boy
Time 448Elf Jack: Wrapped Toy bracelet, in Blue wrapping paper.
Time 448Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 448Elf Jack: Selected Toy bracelet, Boy
Time 448Elf Jack: Wrapped Toy bracelet, in Blue wrapping paper.
Time 448Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 448Elf Jack: Selected Toy whistle, Boy
Time 448Elf Jack: Wrapped Toy whistle, in Blue wrapping paper.
Time 448Elf Jack: Placed Toy whistle, on the sleigh. 
Time 448Elf Jack: Selected Toy doll, Girl
Time 449Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 449Elf Jack: Placed Toy doll, on the sleigh. 
Time 449Elf Jack: Selected Toy bracelet, Boy
Time 449Elf Jack: Wrapped Toy bracelet, in Blue wrapping paper.
Time 449Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 449Elf Jack: Selected Toy bracelet, Girl
Time 449Elf Jack: Wrapped Toy bracelet, in Pink wrapping paper.
Time 449Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 449Elf Jack: Selected Toy fake tattoo, Girl
Time 449Elf Jack: Wrapped Toy fake tattoo, in Pink wrapping paper.
Time 449Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 449Elf Jack: Selected Toy whistle, Girl
Time 449Elf Jack: Wrapped Toy whistle, in Pink wrapping paper.
Time 449Elf Jack: Placed Toy whistle, on the sleigh. 
Time 449Elf Jack: Selected Toy fake tattoo, Boy
Time 449Elf Jack: Wrapped Toy fake tattoo, in Blue wrapping paper.
Time 449Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 449Elf Jack: Selected Toy dinosaur, Girl
Time 449Elf Jack: Wrapped Toy dinosaur, in Pink wrapping paper.
Time 449Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 449Elf Jack: Selected Toy fake tattoo, Boy
Time 449Elf Jack: Wrapped Toy fake tattoo, in Blue wrapping paper.
Time 449Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 449Elf Jack: Selected Toy bracelet, Boy
Time 449Elf Jack: Wrapped Toy bracelet, in Blue wrapping paper.
Time 449Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 449Elf Jack: Selected Toy whistle, Girl
Time 449Elf Jack: Wrapped Toy whistle, in Pink wrapping paper.
Time 449Elf Jack: Placed Toy whistle, on the sleigh. 
Time 449Elf Jack: Selected Toy bracelet, Boy
Time 449Elf Jack: Wrapped Toy bracelet, in Blue wrapping paper.
Time 449Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 449Elf Jack: Selected Toy train, Boy
Time 450Elf Jack: Wrapped Toy train, in Blue wrapping paper.
Time 450Elf Jack: Placed Toy train, on the sleigh. 
Time 450Elf Jack: Selected Toy dinosaur, Boy
Time 450Elf Jack: Wrapped Toy dinosaur, in Blue wrapping paper.
Time 450Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 450Elf Jack: Selected Toy whistle, Boy
Time 450Elf Jack: Wrapped Toy whistle, in Blue wrapping paper.
Time 450Elf Jack: Placed Toy whistle, on the sleigh. 
Time 450Elf Jack: Selected Toy bracelet, Girl
Time 450Elf Jack: Wrapped Toy bracelet, in Pink wrapping paper.
Time 450Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 450Elf Jack: Selected Toy train, Boy
Time 450Elf Jack: Wrapped Toy train, in Blue wrapping paper.
Time 450Elf Jack: Placed Toy train, on the sleigh. 
Time 450Elf Jack: Selected Toy dinosaur, Girl
Time 450Elf Jack: Wrapped Toy dinosaur, in Pink wrapping paper.
Time 450Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 450Elf Jack: Selected Toy dinosaur, Girl
Time 450Elf Jack: Wrapped Toy dinosaur, in Pink wrapping paper.
Time 450Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 450Elf Jack: Selected Toy doll, Boy
Time 450Elf Jack: Wrapped Toy doll, in Blue wrapping paper.
Time 450Elf Jack: Placed Toy doll, on the sleigh. 
Time 450Elf Jack: Selected Toy dinosaur, Boy
Time 450Elf Jack: Wrapped Toy dinosaur, in Blue wrapping paper.
Time 450Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 450Elf Jack: Selected Toy doll, Boy
Time 450Elf Jack: Wrapped Toy doll, in Blue wrapping paper.
Time 450Elf Jack: Placed Toy doll, on the sleigh. 
Time 450Elf Jack: Selected Toy bracelet, Girl
Time 450Elf Jack: Wrapped Toy bracelet, in Pink wrapping paper.
Time 450Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 451Elf Jack: Selected Toy bracelet, Girl
Time 451Elf Jack: Wrapped Toy bracelet, in Pink wrapping paper.
Time 451Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 451Elf Jack: Selected Toy doll, Boy
Time 451Elf Jack: Wrapped Toy doll, in Blue wrapping paper.
Time 451Elf Jack: Placed Toy doll, on the sleigh. 
Time 451Elf Jack: Selected Toy dinosaur, Girl
Time 451Elf Jack: Wrapped Toy dinosaur, in Pink wrapping paper.
Time 451Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 451Elf Jack: Selected Toy whistle, Girl
Time 451Elf Jack: Wrapped Toy whistle, in Pink wrapping paper.
Time 451Elf Jack: Placed Toy whistle, on the sleigh. 
Time 451Elf Jack: Selected Toy bracelet, Girl
Time 451Elf Jack: Wrapped Toy bracelet, in Pink wrapping paper.
Time 451Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 451Elf Jack: Selected Toy dinosaur, Boy
Time 451Elf Jack: Wrapped Toy dinosaur, in Blue wrapping paper.
Time 451Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 451Elf Jack: Selected Toy dinosaur, Boy
Time 451Elf Jack: Wrapped Toy dinosaur, in Blue wrapping paper.
Time 451Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 451Elf Jack: Selected Toy doll, Girl
Time 451Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 451Elf Jack: Placed Toy doll, on the sleigh. 
Time 451Elf Jack: Selected Toy dinosaur, Girl
Time 451Elf Jack: Wrapped Toy dinosaur, in Pink wrapping paper.
Time 451Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 451Elf Jack: Selected Toy bracelet, Boy
Time 451Elf Jack: Wrapped Toy bracelet, in Blue wrapping paper.
Time 451Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 451Elf Jack: Selected Toy whistle, Girl
Time 451Elf Jack: Wrapped Toy whistle, in Pink wrapping paper.
Time 451Elf Jack: Placed Toy whistle, on the sleigh. 
Time 451Elf Jack: Selected Toy train, Boy
Time 451Elf Jack: Wrapped Toy train, in Blue wrapping paper.
Time 451Elf Jack: Placed Toy train, on the sleigh. 
Time 452Elf Jack: Selected Toy bracelet, Girl
Time 452Elf Jack: Wrapped Toy bracelet, in Pink wrapping paper.
Time 452Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 452Elf Jack: Selected Toy doll, Boy
Time 452Elf Jack: Wrapped Toy doll, in Blue wrapping paper.
Time 452Elf Jack: Placed Toy doll, on the sleigh. 
Time 452Elf Jack: Selected Toy doll, Girl
Time 452Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 452Elf Jack: Placed Toy doll, on the sleigh. 
Time 452Elf Jack: Selected Toy train, Boy
Time 452Elf Jack: Wrapped Toy train, in Blue wrapping paper.
Time 452Elf Jack: Placed Toy train, on the sleigh. 
Time 452Elf Jack: Selected Toy bracelet, Girl
Time 452Elf Jack: Wrapped Toy bracelet, in Pink wrapping paper.
Time 452Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 452Elf Jack: Selected Toy dinosaur, Girl
Time 452Elf Jack: Wrapped Toy dinosaur, in Pink wrapping paper.
Time 452Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 452Elf Jack: Selected Toy fake tattoo, Boy
Time 452Elf Jack: Wrapped Toy fake tattoo, in Blue wrapping paper.
Time 452Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 452Elf Jack: Selected Toy dinosaur, Boy
Time 452Elf Jack: Wrapped Toy dinosaur, in Blue wrapping paper.
Time 452Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 452Elf Jack: Selected Toy bracelet, Girl
Time 452Elf Jack: Wrapped Toy bracelet, in Pink wrapping paper.
Time 452Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 452Elf Jack: Selected Toy dinosaur, Boy
Time 453Elf Jack: Wrapped Toy dinosaur, in Blue wrapping paper.
Time 453Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 453Elf Jack: Selected Toy whistle, Boy
Time 453Elf Jack: Wrapped Toy whistle, in Blue wrapping paper.
Time 453Elf Jack: Placed Toy whistle, on the sleigh. 
Time 453Elf Jack: Selected Toy doll, Girl
Time 453Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 453Elf Jack: Placed Toy doll, on the sleigh. 
Time 453Elf Jack: Selected Toy dinosaur, Girl
Time 453Elf Jack: Wrapped Toy dinosaur, in Pink wrapping paper.
Time 453Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 453Elf Jack: Selected Toy whistle, Boy
Time 453Elf Jack: Wrapped Toy whistle, in Blue wrapping paper.
Time 453Elf Jack: Placed Toy whistle, on the sleigh. 
Time 453Elf Jack: Selected Toy doll, Boy
Time 453Elf Jack: Wrapped Toy doll, in Blue wrapping paper.
Time 453Elf Jack: Placed Toy doll, on the sleigh. 
Time 453Elf Jack: Selected Toy bracelet, Girl
Time 453Elf Jack: Wrapped Toy bracelet, in Pink wrapping paper.
Time 453Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 453Elf Jack: Selected Toy whistle, Girl
Time 453Elf Jack: Wrapped Toy whistle, in Pink wrapping paper.
Time 453Elf Jack: Placed Toy whistle, on the sleigh. 
Time 453Elf Jack: Selected Toy bracelet, Boy
Time 453Elf Jack: Wrapped Toy bracelet, in Blue wrapping paper.
Time 453Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 453Elf Jack: Selected Toy bracelet, Boy
Time 453Elf Jack: Wrapped Toy bracelet, in Blue wrapping paper.
Time 453Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 453Elf Jack: Selected Toy whistle, Boy
Time 453Elf Jack: Wrapped Toy whistle, in Blue wrapping paper.
Time 453Elf Jack: Placed Toy whistle, on the sleigh. 
